,name,norad_id,mjd_t,jd_t,x_j2000_tle,y_j2000_tle,z_j2000_tle
1072,tandemx,36605,59610.17372415494,2459610.673724155,2610.7842992545047,1136.9448705471095,6261.867059271414
1073,tandemx,36605,59610.51856647013,2459611.01856647,-4304.372773676061,-4278.426878708025,3251.418517896039
1074,tandemx,36605,59610.51856647013,2459611.01856647,-4304.372773676061,-4278.426878708025,3251.418517896039
1075,tandemx,36605,59610.78591969889,2459611.285919699,-5080.883033979662,-4572.055235963471,859.2983261488428
1076,tandemx,36605,59610.9572933563,2459611.4572933563,4813.359439410817,3629.7091707073587,3324.1742769590255
1077,tandemx,36605,59611.09957568301,2459611.599575683,873.7817347167612,-429.97327171315186,6808.525597863905
1078,tandemx,36605,59611.438183263876,2459611.938183264,-3395.2515773655155,-3835.722532895805,4596.688927710554
1079,tandemx,36605,59611.572705868166,2459612.072705868,-4294.65347682145,-4392.204852484704,3110.069370403516
1080,tandemx,36605,59611.77396758087,2459612.273967581,-5005.051375434433,-4657.495046655527,844.5345325380835
1081,tandemx,36605,59611.9566889815,2459612.4566889815,479.10664022212956,-781.9365517927127,6816.400748508811
1082,tandemx,36605,59612.287053703796,2459612.787053704,-15.452498257389376,-1227.9307730698317,6767.482188714231
1083,tandemx,36605,59612.49597362289,2459612.995973623,-4503.269898819855,-4598.480229522852,2449.032804120011
1084,tandemx,36605,59612.75226604147,2459613.2522660415,-1958.0817854373465,-2894.7927879636227,5926.15989209321
1085,tandemx,36605,59612.94371828716,2459613.443718287,967.5046934441189,-325.72529196939684,6801.685395609473
1086,tandemx,36605,59613.076098622754,2459613.5760986228,661.8209856108787,-615.2061550283913,6818.29912803427
1087,tandemx,36605,59613.48305806704,2459613.983058067,-4194.58796587861,-4557.053136492713,3008.1947521903694
1088,tandemx,36605,59613.48305806704,2459613.983058067,-4194.58796587861,-4557.053136492713,3008.1947521903694
1089,tandemx,36605,59613.80394417839,2459614.3039441784,-895.7921968960759,-2060.6503171871805,6501.344093697494
1090,tandemx,36605,59613.80394417839,2459614.3039441784,-895.7921968960759,-2060.6503171871805,6501.344093697494
1091,tandemx,36605,59614.27077070624,2459614.7707707062,-3296.1430525093224,-4063.886717162613,4471.499320684929
1092,tandemx,36605,59614.47270144662,2459614.9727014466,-4489.367250391542,-4813.81089398349,2026.1047912622275
1093,tandemx,36605,59614.803898889106,2459615.303898889,-4755.616642592505,-4911.861314962199,844.0164633687161
1094,tandemx,36605,59614.803898889106,2459615.303898889,-4755.616642592505,-4911.861314962199,844.0164633687161
1095,tandemx,36605,59615.17970274296,2459615.679702743,2504.4066856728655,1357.1870189075998,6261.414756904975
1096,tandemx,36605,59615.45708648162,2459615.9570864816,-3446.442681435564,-4303.39604850685,4121.301178525139
1097,tandemx,36605,59615.45708648162,2459615.9570864816,-3446.442681435564,-4303.39604850685,4121.301178525139
1098,tandemx,36605,59615.79189644661,2459616.2918964466,-4668.60539017082,-4992.0735475551655,859.6274751977279
1099,tandemx,36605,59616.10480298614,2459616.604802986,1243.9083731501148,5.4004850438943,6764.458435130959
1100,tandemx,36605,59616.6345062498,2459617.13450625,6.615095567478805,-1298.6583082504264,6754.216803083186
1101,tandemx,36605,59616.779937963,2459617.279937963,-4584.410972468806,-5070.616388241278,851.5892019771004
1102,tandemx,36605,59616.961958391126,2459617.461958391,864.0129693616522,-394.5713001550043,6811.860487139779
1103,tandemx,36605,59617.093773483764,2459617.5937734838,830.255386968074,-430.5418529414625,6813.903721728537
1104,tandemx,36605,59617.43200413184,2459617.932004132,-2916.528692027946,-4111.463967750502,4685.5145704562965
1105,tandemx,36605,59617.43200413184,2459617.932004132,-2916.528692027946,-4111.463967750502,4685.5145704562965
1106,tandemx,36605,59617.821147881914,2459618.321147882,-415.61157850799435,-1772.460225527323,6632.827232939135
1107,tandemx,36605,59617.821147881914,2459618.321147882,-415.61157850799435,-1772.460225527323,6632.827232939135
1108,tandemx,36605,59618.48885631934,2459618.9888563193,-3739.7397775055633,-4869.447083892066,3115.353634345883
1109,tandemx,36605,59618.48885631934,2459618.9888563193,-3739.7397775055633,-4869.447083892066,3115.353634345883
1110,tandemx,36605,59618.80206972221,2459619.302069722,2558.8941527776487,1695.7749764319897,6156.13080623155
1111,tandemx,36605,59618.80206972221,2459619.302069722,2558.8941527776487,1695.7749764319897,6156.13080623155
1112,tandemx,36605,59619.13235524297,2459619.632355243,2199.6102472580296,1255.8824108990655,6395.204989986126
1113,tandemx,36605,59619.53583083348,2459620.0358308335,-1255.8478870518968,-2743.229213492269,6182.282169460994
1114,tandemx,36605,59619.53583083348,2459620.0358308335,-1255.8478870518968,-2743.229213492269,6182.282169460994
1115,tandemx,36605,59619.73482991895,2459620.234829919,-1808.009110394018,-3323.7454900394177,5746.191669940989
1116,tandemx,36605,59620.12341997679,2459620.623419977,974.4928884890804,-237.84509659133323,6804.161202910042
1117,tandemx,36605,59620.46592962975,2459620.9659296297,-3810.064076775668,-5157.548314673834,2510.5766725158023
1118,tandemx,36605,59620.79792613443,2459621.2979261344,-4225.230153865716,-5375.496645904243,840.0034111880434
1119,tandemx,36605,59620.79792613443,2459621.2979261344,-4225.230153865716,-5375.496645904243,840.0034111880434
1120,tandemx,36605,59621.29517297447,2459621.7951729745,4355.207565219017,5193.942055901762,1223.4268401357906
1121,tandemx,36605,59621.643071874976,2459622.143071875,-933.8889004222774,-2537.0219062428473,6325.360882601811
1122,tandemx,36605,59621.643071874976,2459622.143071875,-933.8889004222774,-2537.0219062428473,6325.360882601811
1123,tandemx,36605,59621.8171643517,2459622.3171643517,3866.055617056014,5354.378088318959,-1970.007444543905
1124,tandemx,36605,59622.283304780256,2459622.7833047803,4265.491349225876,5251.037690216272,1293.221759357949
1125,tandemx,36605,59622.63225636585,2459623.132256366,-1344.0256899020162,-3077.8795095337014,6004.043051152256
1126,tandemx,36605,59622.63225636585,2459623.132256366,-1344.0256899020162,-3077.8795095337014,6004.043051152256
1127,tandemx,36605,59622.94413031265,2459623.4441303127,4100.948717393298,4865.830260798816,2630.0588177941263
1128,tandemx,36605,59623.087679340504,2459623.5876793405,912.4361454812304,-287.4099188336571,6810.8709169327085
1129,tandemx,36605,59623.494724421296,2459623.9947244213,-3277.933361480194,-5149.688971884192,3184.2322200202125
1130,tandemx,36605,59623.494724421296,2459623.9947244213,-3277.933361480194,-5149.688971884192,3184.2322200202125
1131,tandemx,36605,59623.752081146,2459624.252081146,-1311.6205450333896,-3135.4920752413877,5981.457589216646
1132,tandemx,36605,59624.07289314829,2459624.5728931483,1941.7319779295126,1218.3377374848403,6485.218934478614
1133,tandemx,36605,59624.48304765066,2459624.9830476507,-3262.143173074659,-5265.643646180319,3006.5703992845065
1134,tandemx,36605,59624.48304765066,2459624.9830476507,-3262.143173074659,-5265.643646180319,3006.5703992845065
1135,tandemx,36605,59624.73944674758,2459625.2394467476,-1017.112783113435,-2860.118395853679,6173.293327243558
1136,tandemx,36605,59624.932877442334,2459625.4328774423,581.8575019528168,-743.2613322468638,6812.690289908326
1137,tandemx,36605,59625.129324895795,2459625.629324896,1016.6888572226553,-117.39889083558613,6801.195836781112
1138,tandemx,36605,59625.401949641295,2459625.9019496413,-2296.4815432069595,-4439.243625540626,4731.220101139456
1139,tandemx,36605,59625.401949641295,2459625.9019496413,-2296.4815432069595,-4439.243625540626,4731.220101139456
1140,tandemx,36605,59625.974058310036,2459626.47405831,3842.4257422359565,5073.652814689455,2628.185283466339
1141,tandemx,36605,59626.524998449255,2459627.0249984493,-3082.3923259646394,-5383.366474697657,2987.6912655913043
1142,tandemx,36605,59626.792241666466,2459627.2922416665,-3684.9159962089534,-5786.3532185365175,633.4981350064236
1143,tandemx,36605,59626.90879498841,2459627.4087949884,655.211259949634,-649.9627888034075,6815.64734060014
1144,tandemx,36605,59626.96387057891,2459627.463870579,3572.8091061512364,4606.034240052827,3661.564060621239
1145,tandemx,36605,59627.44425113406,2459627.944251134,-2249.9439683907435,-4646.853034939404,4551.515356297806
1146,tandemx,36605,59627.57866195589,2459628.078661956,-2933.04562022024,-5390.969137631276,3121.1796794190273
1147,tandemx,36605,59627.837953472044,2459628.337953472,-1761.5799191630713,-4105.559824291731,5233.9584065646
1148,tandemx,36605,59628.09328151634,2459628.5932815163,1064.5036162859074,4.809981032533759,6795.0164487094835
1149,tandemx,36605,59628.500825115945,2459629.000825116,-2847.770294881316,-5437.533467627659,3119.4000622938593
1150,tandemx,36605,59628.500825115945,2459629.000825116,-2847.770294881316,-5437.533467627659,3119.4000622938593
1151,tandemx,36605,59628.891667638905,2459629.391667639,-1630.0120344969919,-4062.2366946819343,5309.557699644037
1152,tandemx,36605,59628.891667638905,2459629.391667639,-1630.0120344969919,-4062.2366946819343,5309.557699644037
1153,tandemx,36605,59629.20972090261,2459629.7097209026,2089.0275508096115,1877.1916220093685,6279.363644611297
1154,tandemx,36605,59629.5475690742,2459630.047569074,-685.162751470666,-2797.957179099848,6246.910177791147
1155,tandemx,36605,59629.5475690742,2459630.047569074,-685.162751470666,-2797.957179099848,6246.910177791147
1156,tandemx,36605,59629.874460613355,2459630.3744606134,156.65454557078436,-1502.2409562317964,6710.12537868274
1157,tandemx,36605,59629.874460613355,2459630.3744606134,156.65454557078436,-1502.2409562317964,6710.12537868274
1158,tandemx,36605,59630.26984185167,2459630.7698418517,109.74113175049757,-1595.6322920653056,6689.552158688032
1159,tandemx,36605,59630.40797543991,2459630.90797544,-1910.601500275383,-4626.968024781956,4722.828998531815
1160,tandemx,36605,59630.862701377366,2459631.3627013774,111.21649490110092,-1619.5171543361034,6683.625448444953
1161,tandemx,36605,59630.862701377366,2459631.3627013774,111.21649490110092,-1619.5171543361034,6683.625448444953
1162,tandemx,36605,59631.12339427089,2459631.623394271,1011.8867313910856,-34.63105746297192,6802.6890251012455
1163,tandemx,36605,59631.531592580955,2459632.031592581,-2726.149694088346,-5748.649600024112,2633.549100372676
1164,tandemx,36605,59631.7979139816,2459632.2979139816,-3137.2918961935866,-6074.170662894028,845.2147357129916
1165,tandemx,36605,59631.7979139816,2459632.2979139816,-3137.2918961935866,-6074.170662894028,845.2147357129916
1166,tandemx,36605,59632.11174199078,2459632.611741991,913.5906930519933,-207.01057119427784,6813.507895600761
1167,tandemx,36605,59632.17372019682,2459632.673720197,2009.5525347290718,2021.594796782102,6260.333585570398
1168,tandemx,36605,59632.64272061363,2459633.1427206136,-331.6897217108708,-2484.7934056268114,6405.455106404503
1169,tandemx,36605,59633.283928159624,2459633.7839281596,3207.9409002108287,5853.779358774827,1695.162448240463
1170,tandemx,36605,59633.57270628493,2459634.072706285,-2368.4263520919426,-5671.5362433745995,3103.002112325746
1171,tandemx,36605,59633.89215989597,2459634.392159896,337.09841100813804,-1340.7909532007793,6737.432305667377
1172,tandemx,36605,59634.215393090155,2459634.71539309,1991.684170423553,2221.29843357907,6198.178464410468
1173,tandemx,36605,59634.62019599555,2459635.1201959956,-663.1255715866115,-3251.816989265711,6026.064572359227
1174,tandemx,36605,59634.88015817152,2459635.3801581715,367.40828944608285,-1319.7677600374946,6740.044377632223
1175,tandemx,36605,59635.21540958341,2459635.7154095834,-1282.2090140367716,-4386.610102397404,5144.524514438245
1176,tandemx,36605,59635.483055486344,2459635.9830554863,-2213.4209800952626,-5786.515714661192,3004.288070953033
1177,tandemx,36605,59635.61236564815,2459636.112365648,-1682.1219640096976,-5078.40084030404,4330.853343860178
1178,tandemx,36605,59636.33410715265,2459636.8341071527,-922.7220245888642,-3928.3777749218634,5573.095073105967
1179,tandemx,36605,59636.596159757115,2459637.096159757,-527.7180284729817,-3225.738731247908,6053.464568459357
1180,tandemx,36605,59636.792210231535,2459637.2922102315,-96.20186725678614,-2385.644302392338,6451.006105683735
1181,tandemx,36605,59636.792210231535,2459637.2922102315,-96.20186725678614,-2385.644302392338,6451.006105683735
1182,tandemx,36605,59637.189969259314,2459637.6899692593,-754.6297920422707,-3734.69720781754,5728.914110421004
1183,tandemx,36605,59637.38531704852,2459637.8853170485,-149.23823425705655,-2549.358359038704,6387.188519970653
1184,tandemx,36605,59637.58449743036,2459638.0844974304,-554.2310987626323,-3397.198276341491,5956.568278341087
1185,tandemx,36605,59637.78023555549,2459638.2802355555,-56.14404451944828,-2388.4239345238234,6450.3352392546285
1186,tandemx,36605,59637.78023555549,2459638.2802355555,-56.14404451944828,-2388.4239345238234,6450.3352392546285
1187,tandemx,36605,59637.90853807889,2459638.408538079,832.9665980879453,-355.09920266637783,6817.825530124217
1188,tandemx,36605,59638.578667534515,2459639.0786675345,-1866.9415811528997,-5848.049054034001,3117.3198342004753
1189,tandemx,36605,59639.28623115737,2459639.7862311574,1964.2322705672557,2954.129595009235,5894.33006336437
1190,tandemx,36605,59639.42702991888,2459639.927029919,-12.427327799239656,-2444.910305088074,6429.411497625162
1191,tandemx,36605,59639.61651180545,2459640.1165118054,1790.032918133891,2437.8011799394076,6178.357892138658
1192,tandemx,36605,59644.0911384956,2459644.5911384956,2017.546304357202,4846.589039907934,4450.26739780969
1193,tandemx,36605,59648.58987391181,2459649.089873912,-728.734555591339,-5850.41951878481,3555.214789219512
1194,tandemx,36605,59648.58987391181,2459649.089873912,-728.734555591339,-5850.41951878481,3555.214789219512
1195,tandemx,36605,59648.96881256951,2459649.4688125695,1451.8521562154242,3271.850738710545,5875.067552376642
1196,tandemx,36605,59649.10573761584,2459649.605737616,937.2733651348212,70.50531459108028,6813.318030504129
1197,tandemx,36605,59649.37340613408,2459649.873406134,366.63952137482477,-2569.3700413254514,6370.380247046392
1198,tandemx,36605,59649.578679849394,2459650.0786798494,-733.8856187273342,-6098.323800849139,3110.5599858874016
1199,tandemx,36605,59649.78004734963,2459650.2800473496,-1148.6462929400784,-6747.527980492949,775.8877092638402
1200,tandemx,36605,59649.956273043994,2459650.456273044,1426.843438684671,3608.9208718632867,5681.103761955731
1201,tandemx,36605,59650.093874421436,2459650.5938744214,922.6077810342266,11.800002559986766,6815.434607758344
1202,tandemx,36605,59650.50056297472,2459651.0005629747,-602.6833217397157,-6030.74547813834,3265.830358204552
1203,tandemx,36605,59650.50056297472,2459651.0005629747,-602.6833217397157,-6030.74547813834,3265.830358204552
1204,tandemx,36605,59650.76779574063,2459651.2677957406,-1006.7588438007027,-6747.397355978127,953.2356881912137
1205,tandemx,36605,59650.94464789331,2459651.4446478933,1349.6571274956793,3437.4248945664212,5804.607702647797
1206,tandemx,36605,59651.08082503453,2459651.5808250345,1028.2820904597945,722.7265949883932,6761.876486563432
1207,tandemx,36605,59651.08082503453,2459651.5808250345,1028.2820904597945,722.7265949883932,6761.876486563432
1208,tandemx,36605,59652.06455410877,2459652.564554109,1277.8960789927912,3380.872674458574,5853.784015286754
1209,tandemx,36605,59652.12765097199,2459652.627650972,1330.4211156955853,4813.757021629686,4734.659428278533
1210,tandemx,36605,59652.47731954884,2459652.977319549,-480.0420577546504,-6247.567497515515,2854.2373123952348
1211,tandemx,36605,59652.47731954884,2459652.977319549,-480.0420577546504,-6247.567497515515,2854.2373123952348
1212,tandemx,36605,59652.86592773162,2459653.3659277316,348.67781784522964,-3424.5965382713525,5956.286959595391
1213,tandemx,36605,59652.86592773162,2459653.3659277316,348.67781784522964,-3424.5965382713525,5956.286959595391
1214,tandemx,36605,59653.123441840056,2459653.62344184,950.0410615977796,301.8784423496468,6804.98648984497
1215,tandemx,36605,59653.52436987264,2459654.0243698726,413.4537784673692,-3285.5118708760465,6029.8356417802015
1216,tandemx,36605,59653.52436987264,2459654.0243698726,413.4537784673692,-3285.5118708760465,6029.8356417802015
1217,tandemx,36605,59653.85102517344,2459654.3510251734,699.681468004463,-1653.086469039105,6639.567528245119
1218,tandemx,36605,59653.85102517344,2459654.3510251734,699.681468004463,-1653.086469039105,6639.567528245119
1219,tandemx,36605,59654.11172436364,2459654.6117243636,927.1152815672699,145.5585957279005,6813.31416318119
1220,tandemx,36605,59654.450075775385,2459654.9500757754,89.90900878372048,-5094.007722192421,4626.7264362742535
1221,tandemx,36605,59654.50964086829,2459655.0096408683,723.9184070624959,-1603.3471526617286,6649.281362937494
1222,tandemx,36605,59655.4334549075,2459655.9334549075,617.434658811703,-2622.2601175770624,6329.3642610969755
1223,tandemx,36605,59656.49590111105,2459656.995901111,-106.34277649906286,-6419.120941770862,2490.5876770600776
1224,tandemx,36605,59656.616298923735,2459657.1162989237,847.0335750760896,-838.0722428737728,6773.6473719076475
1225,tandemx,36605,59656.75141239585,2459657.251412396,634.672415699221,-2954.31009273316,6179.875489163113
1226,tandemx,36605,59656.815689664334,2459657.3156896643,747.589821959391,-1979.8586277111613,6544.55447651798
1227,tandemx,36605,59659.757557870355,2459660.2575578704,-158.11624939598624,6653.643470117871,-1788.5961542527186
1228,tandemx,36605,59660.69178672461,2459661.1917867246,686.2698602985037,4341.990907919587,5293.72548150843
1229,tandemx,36605,59660.69178672461,2459661.1917867246,686.2329936656072,4342.4997880811015,5293.367215009494
1230,tandemx,36605,59660.69178672461,2459661.1917867246,686.2708964274743,4341.981567712007,5293.7329905336555
1231,tandemx,36605,59660.69178672461,2459661.1917867246,686.2708964274743,4341.981567712007,5293.7329905336555
1232,tandemx,36605,59660.69178672461,2459661.1917867246,686.2698602985037,4341.990907919587,5293.72548150843
1233,tandemx,36605,59663.80981710646,2459664.3098171065,512.119834798423,-6811.405702084834,889.9394164493583
1234,tandemx,36605,59664.12370401621,2459664.623704016,887.9347744866416,311.10775794255744,6812.949409766946
1235,tandemx,36605,59664.465950567275,2459664.9659505673,772.7804890262544,-6371.0902238641675,2495.5180351089098
1236,tandemx,36605,59664.649641319644,2459665.1496413196,829.9907346595505,978.1127388304559,6756.900913013553
1237,tandemx,36605,59664.79791604169,2459665.2979160417,621.9140431491469,-6808.4441755479675,842.9803683454695
1238,tandemx,36605,59664.79791604169,2459665.2979160417,621.9140431491469,-6808.4441755479675,842.9803683454695
1239,tandemx,36605,59665.11157350708,2459665.611573507,873.8662976488525,427.0279836524843,6808.522432467553
1240,tandemx,36605,59665.58395710634,2459666.0839571063,985.9337592730435,-5833.917065853482,3519.463727645041
1241,tandemx,36605,59665.58395710634,2459666.0839571063,985.9337592730435,-5833.917065853482,3519.463727645041
1242,tandemx,36605,59665.78611283563,2459666.2861128356,724.0466409078789,-6811.408608192303,730.7175610536934
1243,tandemx,36605,59666.29939105315,2459666.799391053,999.2472748369086,-987.2617554848808,6732.860781602176
1244,tandemx,36605,59666.50196107617,2459667.001961076,1149.8758313518063,-3972.1865473468556,5499.212142075958
1245,tandemx,36605,59666.773985705804,2459667.273985706,850.900721337731,-6786.24369253296,822.8666293838103
1246,tandemx,36605,59666.956689629704,2459667.4566896297,920.5787713406243,-78.8471449242087,6815.2599953986155
1247,tandemx,36605,59667.087724236306,2459667.5877242363,867.839418503236,380.78623658373414,6812.015216039982
1248,tandemx,36605,59667.55102539342,2459668.0510253934,1029.7307904166664,-1059.7002390482548,6717.286537345649
1249,tandemx,36605,59667.55102539342,2459668.0510253934,1029.7307904166664,-1059.7002390482548,6717.286537345649
1250,tandemx,36605,59667.87951410888,2459668.379514109,974.4089931144119,-500.9661880867707,6789.799998127659
1251,tandemx,36605,59667.87951410888,2459668.379514109,974.4089931144119,-500.9661880867707,6789.799998127659
1252,tandemx,36605,59668.215326782316,2459668.7153267823,1278.6452957795254,-4349.520079982922,5176.426316525697
1253,tandemx,36605,59668.41396581009,2459668.91396581,1300.001031956429,-4843.094921512294,4713.407660886606
1254,tandemx,36605,59668.60787832178,2459669.107878322,1229.0375213047507,-2879.928424109901,6125.215402593924
1255,tandemx,36605,59668.67023119191,2459669.170231192,1005.4136668245869,-676.7850569614317,6770.19328872871
1256,tandemx,36605,59668.80323225679,2459669.303232257,1105.4598202017414,-1492.29933097644,6622.5861851374175
1257,tandemx,36605,59668.80323225679,2459669.303232257,1104.9168069925918,-1486.1318456274726,6624.159265755787
1258,tandemx,36605,59672.55977709498,2459673.059777095,1404.3374658636756,-2670.5375299158004,6181.887872804417
1259,tandemx,36605,59672.82586868061,2459673.3258686806,1606.4664259616388,-4112.14269361052,5277.916823407225
1260,tandemx,36605,59672.82586868061,2459673.3258686806,1606.4664259616388,-4112.14269361052,5277.916823407225
1261,tandemx,36605,59673.14424575213,2459673.644245752,299.17437046020905,2563.265435220717,6376.071644441335
1262,tandemx,36605,59673.49004387716,2459673.990043877,1744.9723020515084,-6212.3051668224025,2404.4359181701275
1263,tandemx,36605,59673.49004387716,2459673.990043877,1744.9723020515084,-6212.3051668224025,2404.4359181701275
1264,tandemx,36605,59673.8744690856,2459674.3744690856,1149.9261328552145,-996.0566712426063,6707.332607560802
1265,tandemx,36605,59673.99851358775,2459674.4985135878,-88.09008738743219,3706.324882465032,5795.44506038903
1266,tandemx,36605,59674.1314233914,2459674.6314233914,108.60790053459188,3058.3871020482884,6160.75700443583
1267,tandemx,36605,59674.53616694454,2459675.0361669445,1530.4117021564987,-2822.4545791879436,6083.705389297033
1268,tandemx,36605,59674.53616694454,2459675.0361669445,1530.4117021564987,-2822.4545791879436,6083.705389297033
1269,tandemx,36605,59674.86270215269,2459675.3627021527,1196.5073934894185,-1108.4998736386144,6681.563915896608
1270,tandemx,36605,59674.86270215269,2459675.3627021527,1196.5073934894185,-1108.4998736386144,6681.563915896608
1271,tandemx,36605,59675.197278564796,2459675.697278565,1784.117892827787,-4120.800317975324,5213.567792263748
1272,tandemx,36605,59675.52383361105,2459676.023833611,1536.763172420905,-2587.2957256006935,6185.727679515804
1273,tandemx,36605,59675.52383361105,2459676.023833611,1536.763172420905,-2587.2957256006935,6185.727679515804
1274,tandemx,36605,59676.520213055424,2459677.0202130554,2063.007393529448,-6166.580227964036,2267.7425976654695
1275,tandemx,36605,59676.63616883103,2459677.136168831,322.5069899512987,2042.7620559910968,6559.860972625247
1276,tandemx,36605,59676.78701225715,2459677.287012257,1928.8817220928306,-6612.367064103846,144.3669348698119
1277,tandemx,36605,59676.96221769694,2459677.462217697,-351.97291015707367,3890.7058625913637,5663.3960286941665
1278,tandemx,36605,59677.283983611036,2459677.783983611,-1682.4340286383767,6450.618956318364,1729.5128178208108
1279,tandemx,36605,59677.43290246511,2459677.932902465,1458.964116354384,-1872.2461431419388,6455.895279846607
1280,tandemx,36605,59677.632751250174,2459678.13275125,1776.6949308208648,-3169.3274005151047,5842.030719495997
1281,tandemx,36605,59677.77406976838,2459678.2740697684,2107.9326782424014,-6512.6855835593415,770.9856969326686
1282,tandemx,36605,59677.95719188638,2459678.4571918864,1013.3787599972368,-216.95548440030427,6799.055682274585
1283,tandemx,36605,59678.28722835658,2459678.7872283566,1146.465538190936,-648.6789240929626,6750.379785489582
1284,tandemx,36605,59678.49594481476,2459678.9959448148,2273.568567781997,-6018.177915570719,2455.3988294551928
1285,tandemx,36605,59678.62419657409,2459679.124196574,2174.3653288025193,-4825.4796091883245,4399.5863069001925
1286,tandemx,36605,59678.815656238236,2459679.3156562382,1423.0946590764765,-1553.3353719148897,6547.58979576239
1287,tandemx,36605,59679.13747978024,2459679.6374797802,-139.1194777289387,3016.248973249477,6180.685747810768
1288,tandemx,36605,59679.48495168984,2459679.98495169,2365.153462759522,-6199.392942067453,1845.7618181196174
1289,tandemx,36605,59679.48495168984,2459679.98495169,2365.153462759522,-6199.392942067453,1845.7618181196174
1290,tandemx,36605,59679.60623255791,2459680.106232558,1472.9406716787455,-1630.6356270649337,6517.906348450158
1291,tandemx,36605,59681.58071749983,2459682.0807175,1195.9419945876994,-624.7859828869713,6744.4126321925205
1292,tandemx,36605,59681.71162790526,2459682.2116279053,1011.2083139145108,-114.81769062468919,6802.1254023649935
1293,tandemx,36605,59682.30450592609,2459682.804505926,1027.7609359678816,-144.12845150409234,6799.056706248924
1294,tandemx,36605,59682.30450592609,2459682.804505926,1027.3575234840723,-143.64803262555375,6799.126624117679
1295,tandemx,36605,59684.547995185014,2459685.047995185,1958.2207976298246,-2427.9899147382475,6131.848335623678
1296,tandemx,36605,59685.79729189817,2459686.297291898,1495.882235908682,-1130.3861515402668,6618.208315613546
1297,tandemx,36605,59686.97378203692,2459687.473782037,-1130.4937979060041,3962.635152954075,5510.064156216374
1298,tandemx,36605,59687.71052755788,2459688.210527558,2281.654164405903,-2780.1111868824646,5864.782053468034
1299,tandemx,36605,59688.95051059034,2459689.4505105903,-1059.1638015416597,3607.5770391729598,5761.431660897055
1300,tandemx,36605,59690.48311974527,2459690.9831197453,3406.0724169279993,-5195.809400779505,2968.109453626629
1301,tandemx,36605,59691.80393317109,2459692.303933171,3606.8882138622794,-5810.719817171675,824.5300175814233
1302,tandemx,36605,59692.382289340254,2459692.8822893403,1015.0404873771622,70.5403173670553,6802.087928388273
1303,tandemx,36605,59692.89764511585,2459693.397645116,-2754.827428292885,5276.432662700561,3458.574251343246
1304,tandemx,36605,59693.51252850704,2459694.012528507,3620.066122194228,-4854.616907352988,3275.756287257332
1305,tandemx,36605,59694.29738818295,2459694.797388183,2592.34545721371,-2525.0103547862645,5851.379914239055
1306,tandemx,36605,59695.99314118037,2459696.4931411804,-3107.716649046639,5190.440665158468,3286.4005590148467
1307,tandemx,36605,59696.73454554379,2459697.234545544,2702.9681232383473,-2427.099978647939,5842.946524792165
1308,tandemx,36605,59698.11182961799,2459698.611829618,608.3196579346879,692.6500133066486,6815.88121320947
1309,tandemx,36605,59699.16213995358,2459699.6621399536,-870.1178828186052,2470.9514957855527,6360.384240617895
1310,tandemx,36605,59700.14985045139,2459700.6498504514,-1040.6922873880835,2597.7929064810364,6283.90631988154
1311,tandemx,36605,59701.138319259044,2459701.638319259,-900.2584258503076,2382.0293075065883,6390.382781210297
1312,tandemx,36605,59701.67763393512,2459702.177633935,3759.7202710792885,-3438.5357977921867,4626.75432771327
1313,tandemx,36605,59703.24651430547,2459703.7465143055,-806.0985341455128,2166.361983709096,6478.585037039132
1314,tandemx,36605,59704.43635649327,2459704.9363564933,1056.2090348731185,191.68438705630103,6793.433277917639
1315,tandemx,36605,59705.15537461825,2459705.6553746182,-1469.8228990039427,2689.9566496931925,6158.507489930389
1316,tandemx,36605,59706.346722719725,2459706.8467227197,1133.2309177867053,140.48726600435393,6782.484925820698
1317,tandemx,36605,59706.93278887728,2459707.4327888773,-2008.245247625354,3028.6533831401653,5841.642160067242
1318,tandemx,36605,59708.12342869211,2459708.623428692,295.7439559967524,955.0484103781413,6804.792236897288
1319,tandemx,36605,59709.58476869203,2459710.084768692,4874.334393305552,-3780.3414753256325,3059.1803818951944
1320,tandemx,36605,59710.283326284494,2459710.7833262845,-4998.949095969684,4553.979230019781,1307.648980742021
1321,tandemx,36605,59710.95540138893,2459711.455401389,63.57451161076141,1120.9651317750765,6785.523089314104
1322,tandemx,36605,59712.07619224535,2459712.5761922454,573.3939286070573,695.2029961943088,6818.3268759409
1323,tandemx,36605,59712.48291893536,2459712.9829189354,5048.473179138985,-3522.200536910166,3083.8152750027825
1324,tandemx,36605,59713.98006680561,2459714.4800668056,-2655.7193068760134,2949.7161271111463,5620.119816270921
1325,tandemx,36605,59714.71514879633,2459715.2151487963,2665.4427918957354,-942.05293846016,6271.148221374453
1326,tandemx,36605,59718.33801040519,2459718.838010405,2771.869445773926,-813.6121231732656,6243.3269764459255
1327,tandemx,36605,59718.85808047466,2459719.3580804747,-930.7626595664861,1625.606422783133,6617.984739537929
1328,tandemx,36605,59720.295221817214,2459720.795221817,-5718.358465016088,3628.310392259423,1255.824305138134
1329,tandemx,36605,59721.50684807869,2459722.0068480787,5525.69787934159,-2693.166591387542,3101.610714497711
1330,tandemx,36605,59722.68517122697,2459723.185171227,2750.2260217933053,-558.3233298880248,6280.431268138197
1331,tandemx,36605,59723.541928854305,2459724.0419288543,2997.2099524177784,-662.3862794418204,6156.435183710357
