,Unnamed: 0,name,norad_id,mjd_t,jd_t,x_j2000_tle,y_j2000_tle,z_j2000_tle,x_j2000_ilrs_Akima,y_j2000_ilrs_Akima,z_j2000_ilrs_Akima
131,131,tandemx,36605,59266.08080725698,2459266.580807257,1194.775207500833,312.9633306798564,6765.936362528352,1190.356824844227,305.1043806398996,6766.938095410283
132,132,tandemx,36605,59266.61441177083,2459267.114411771,-901.15566264937,-3346.6813174879103,5942.694297649613,-905.2321551002624,-3353.3125358126977,5938.517664202425
133,133,tandemx,36605,59266.61441177083,2459267.114411771,-901.15566264937,-3346.6813174879103,5942.694297649613,-905.2321551002624,-3353.3125358126977,5938.517664202425
134,134,tandemx,36605,59266.87348144688,2459267.373481447,499.61723905920513,-979.0591187065572,6789.274743187065,494.6539418330755,-988.2968743519524,6788.149907405752
135,135,tandemx,36605,59266.87348144688,2459267.373481447,499.61723905920513,-979.0591187065572,6789.274743187065,494.6539418330755,-988.2968743519524,6788.149907405752
136,136,tandemx,36605,59267.20926013868,2459267.7092601387,-1464.253875434425,-4280.680404115681,5185.061779202065,-1465.5604273022032,-4283.170772622733,5182.481125208545
137,137,tandemx,36605,59267.53665802069,2459268.0366580207,-876.5744893829158,-3407.2875743838235,5911.940792063784,-877.2584093809314,-3408.3829151050463,5911.508910623031
138,138,tandemx,36605,59267.53665802069,2459268.0366580207,-876.5744893829158,-3407.2875743838235,5911.940792063784,-877.2584093809314,-3408.3829151050463,5911.508910623031
139,139,tandemx,36605,59267.86192199076,2459268.3619219908,387.0933775893333,-1215.160952345875,6758.439444942009,386.562977561329,-1215.7241163229958,6758.253114269201
140,140,tandemx,36605,59267.86192199076,2459268.3619219908,387.0933775893333,-1215.160952345875,6758.439444942009,386.562977561329,-1215.7241163229958,6758.253114269201
141,141,tandemx,36605,59268.25081225717,2459268.750812257,2120.004830626159,2434.298388766623,6074.734767289273,2122.7404787999376,2440.801722141454,6071.179723291917
142,142,tandemx,36605,59268.53117123852,2459269.0311712385,-2440.4693569856763,-5780.855525799356,2834.7294010488176,-2437.6319067399945,-5778.004837363142,2843.3359886005987
143,143,tandemx,36605,59268.53117123852,2459269.0311712385,-2440.4693569856763,-5780.855525799356,2834.7294010488176,-2437.6319067399945,-5778.004837363142,2843.3359886005987
144,144,tandemx,36605,59268.64666134259,2459269.1466613426,1956.275955509788,2096.3376531663644,6252.617197638609,1959.8294528555653,2104.7352179325635,6248.868622898343
145,145,tandemx,36605,59268.78546799766,2459269.2854679977,-9.623658498718184,-2005.290869033645,6579.313527265867,-5.34825570778042,-1997.3026257292788,6581.665313148368
146,146,tandemx,36605,59269.10894638905,2459269.608946389,1647.7272979142092,1423.852289354266,6524.353157119526,1654.7231736274384,1440.7034718991147,6518.910287610539
147,147,tandemx,36605,59269.45005122665,2459269.9500512267,-1628.115528941009,-4849.105271699777,4604.428767141496,-1620.5739837847416,-4838.060747398048,4618.692827029307
148,148,tandemx,36605,59269.45005122665,2459269.9500512267,-1628.115528941009,-4849.105271699777,4604.428767141496,-1620.5739837847416,-4838.060747398048,4618.692827029307
149,149,tandemx,36605,59269.78590436326,2459270.2859043637,-2802.6535551438965,-6240.339437539839,810.3829596055592,-2798.7083449553306,-6239.152606260203,831.0304311264629
150,150,tandemx,36605,59269.78590436326,2459270.2859043637,-2802.6535551438965,-6240.339437539839,810.3829596055592,-2798.7083449553306,-6239.152606260203,831.0304311264629
151,151,tandemx,36605,59270.284081296064,2459270.784081296,2982.200651611212,5927.305021920271,1844.545437978828,2981.9061966825843,5925.0738512722755,1851.7259956007013
152,152,tandemx,36605,59270.50785664329,2459271.0078566438,-2357.037384360842,-5989.243270481637,2448.457599301379,-2359.0480046321927,-5991.531865889232,2440.2074407943023
153,153,tandemx,36605,59270.818386180326,2459271.3183861803,2254.93318569278,3209.7695405721306,5652.197141381054,2252.352408208759,3202.492320270681,5657.257775525144
154,154,tandemx,36605,59270.818386180326,2459271.3183861803,2254.93318569278,3209.7695405721306,5652.197141381054,2252.352408208759,3202.492320270681,5657.257775525144
155,155,tandemx,36605,59271.01728173625,2459271.517281736,1999.4051138482823,2525.164735904992,6078.553061941687,1997.8635238787474,2522.108475842308,6080.283281894376
156,156,tandemx,36605,59277.48991601868,2459277.9899160187,-1624.4827180828345,-6231.957914384013,2437.9452240772443,-1626.7850911227838,-6235.446248060037,2427.200492051292
157,157,tandemx,36605,59277.67908376176,2459278.1790837618,0.5992610940772299,-2801.765585257778,6282.430091764115,-2.6834922436055755,-2812.0923684178233,6277.680214124586
158,158,tandemx,36605,59277.8136380557,2459278.313638056,-580.275253950077,-4284.426697319218,5352.649696673248,-584.2394064731942,-4294.957665774222,5343.504825027772
159,159,tandemx,36605,59278.19681048626,2459278.6968104863,1689.9785870609442,2823.7916789776896,6041.246192617088,1688.20483119308,2816.527653937261,6044.77116144611
160,160,tandemx,36605,59278.5366154979,2459279.036615498,-210.29954429760755,-3488.5611516815607,5925.61855386791,-213.04070452125302,-3496.798061776953,5921.059492789737
161,161,tandemx,36605,59278.73499989603,2459279.234999896,-354.0170751319067,-3896.376443276208,5659.218069552308,-357.3031878556633,-3906.2913413199353,5652.311780103716
162,162,tandemx,36605,59278.86366035882,2459279.363660359,270.2959019274406,-2179.6056951817386,6518.07586883378,266.211410946182,-2192.636179339022,6513.817198528981
