,name,norad_id,mjd_t,jd_t,x_j2000_tle,y_j2000_tle,z_j2000_tle,x_j2000_ilrs_Akima,y_j2000_ilrs_Akima,z_j2000_ilrs_Akima
556,glonass-105,32276,59148.51643432863,2459149.0164343286,-2506.216329194914,10184.605958010072,23257.47693579925,-2501.2801495452386,10186.514484137502,23258.694994540605
557,glonass-105,32276,59149.43192260433,2459149.9319226043,4745.246629773983,12676.05342395469,21620.53102047963,4744.584411245893,12677.30493501864,21621.669649136144
558,glonass-105,32276,59149.69818712957,2459150.1981871296,5117.396207394431,-9017.31146318884,-23297.442196508066,5116.246445993206,-9018.00472341034,-23296.142454062378
559,glonass-105,32276,59150.835302175954,2459151.335302176,6111.485016239772,13016.373414850215,21067.03381585775,6109.014624847457,13017.021082312305,21069.166183671172
560,glonass-105,32276,59151.333970520645,2459151.8339705206,-3106.297676648697,9927.206727029285,23297.072850947763,-3107.7435688777,9927.890158081069,23298.37198241122
561,glonass-105,32276,59151.68799564801,2459152.187995648,23316.92462147707,10289.023048120032,-524.3599947502657,23315.988026889867,10290.347649522515,-521.9383188009308
562,glonass-105,32276,59151.90257163206,2459152.402571632,-23502.833836956135,-7360.750720809823,6711.194903550406,-23503.466984495128,-7358.807702328807,6715.120258262535
563,glonass-105,32276,59152.71561892377,2459153.215618924,5122.118160876094,12760.024793082617,21484.70534018246,5121.3128944528935,12761.17134982639,21486.2339449091
564,glonass-105,32276,59153.10118834488,2459153.601188345,22994.571627655096,10942.601756515534,1163.9121016078816,22993.91153707576,10943.257280053549,1166.8755065018636
565,glonass-105,32276,59153.721501481254,2459154.2215014813,-14919.879899113675,3217.70057847268,20455.527691201536,-14923.370445369144,3216.9739985160168,20455.72792530135
566,glonass-105,32276,59154.18877543975,2459154.6887754397,-14425.417884419729,3585.585443610566,20746.549830428958,-14428.998222947856,3585.0015352654627,20746.696548286527
567,glonass-105,32276,59154.42689569434,2459154.9268956943,15235.907858795777,-2967.9610109486657,-20223.025389919854,15236.106993469784,-2967.7072233446092,-20220.85871494331
568,glonass-105,32276,59154.482659942005,2459154.982659942,23449.27173652138,7181.888808294493,-6950.339997035746,23449.22418422976,7183.978654996167,-6945.261279278345
569,glonass-105,32276,59155.34651828697,2459155.846518287,10221.482547544334,-6329.717296777624,-22483.808611606193,10223.67057663265,-6328.508449634038,-22481.53781344858
570,glonass-105,32276,59155.60482342588,2459156.104823426,-16404.577756003666,2073.4615641069654,19443.081131917592,-16407.17951570636,2073.1035096016994,19443.407835270846
571,glonass-105,32276,59156.39114596043,2459156.8911459604,22590.886824278707,11485.301233383825,2760.013921804252,22589.556632387892,11486.742398272963,2760.5460864748816
572,glonass-105,32276,59157.40329101868,2459157.9032910187,6670.44065753115,13112.855552932808,20836.781971393728,6668.703574412686,13113.889686959861,20838.35610627297
573,glonass-105,32276,59157.67069962947,2459158.1706996295,3538.8736522098457,-9733.608591516237,-23302.699612681852,3537.9458728017717,-9733.277879051944,-23301.31522289751
574,glonass-105,32276,59158.26087476872,2459158.7608747687,23173.96156026643,10609.958696713404,482.13379032746803,23172.369828747225,10611.98981457461,485.92325665008394
575,glonass-105,32276,59158.615644930396,2459159.1156449304,5531.350265498244,-8828.135314985311,-23273.877203966378,5533.4787041732825,-8827.236966667471,-23271.985788066046
576,glonass-105,32276,59159.08600516198,2459159.586005162,5867.774459846595,-8667.597085997559,-23251.423445794193,5869.970081829595,-8666.576216593448,-23249.739944341207
577,glonass-105,32276,59159.78758692136,2459160.2875869214,-5215.577501427615,8985.910433523428,23305.262750467828,-5217.432176984512,8986.660400244376,23306.692173827625
578,glonass-105,32276,59160.50516405096,2459161.005164051,9274.487467365596,-6894.513805982192,-22725.895760044972,9274.952873934457,-6894.656608741707,-22725.131830321974
579,glonass-105,32276,59163.34769025445,2459163.8476902544,16365.977738141677,-2152.6810889582075,-19423.420887797274,16368.090830620262,-2149.7678920106637,-19422.16719932999
580,glonass-105,32276,59164.40313578723,2459164.903135787,17165.45787331459,13827.971655170302,12819.183768714387,17166.073189861425,13828.258666228227,12818.952906842045
581,glonass-105,32276,59165.22615124984,2459165.72615125,16685.45052786141,-1906.4449809875478,-19175.2777549557,16685.086474265805,-1905.339721799131,-19176.095047689556
582,glonass-105,32276,59165.69780262746,2459166.1978026275,17216.85668190748,-1464.4839256906089,-18741.800407670697,17215.104819627977,-1465.1841035319515,-18740.82802298248
583,glonass-105,32276,59166.24378155079,2459166.743781551,22817.504560675614,11154.182673201089,2195.221357123576,22816.52597121246,11155.016576499434,2193.440844423048
584,glonass-105,32276,59166.58498344896,2459167.084983449,2968.1946401587966,-9970.58502953466,-23282.0060616548,2964.770785906957,-9971.22610513127,-23280.252345885874
585,glonass-105,32276,59167.52890416654,2459168.0289041665,4653.870690906927,-9238.219228219386,-23306.73282073884,4647.089797618398,-9240.932708078071,-23305.202548694622
586,glonass-105,32276,59167.79311216436,2459168.2931121644,-13312.392739811707,4453.270995034709,21315.20315276742,-13313.02302697323,4455.002607592519,21317.16435764043
587,glonass-105,32276,59168.003752592485,2459168.5037525925,6375.550060968514,-8429.571222537614,-23204.20579906896,6373.438056896749,-8430.772172645296,-23202.84510077527
588,glonass-105,32276,59168.942922685295,2459169.4429226853,6569.215178596377,-8336.648269286356,-23183.545831922198,6565.114997209395,-8338.802914967993,-23182.38030653098
589,glonass-105,32276,59169.41856150469,2459169.9185615047,8487.223378566556,-7351.866061108151,-22890.65724663347,8485.253630479243,-7353.088338790902,-22889.007049873304
590,glonass-105,32276,59169.53171666665,2459170.0317166667,22554.317085901268,11454.585076959997,3159.125218331322,22553.615791145177,11454.266776010743,3160.351572688616
591,glonass-105,32276,59170.458825509064,2459170.958825509,23405.223745897692,10091.93051669609,-396.5317298949607,23404.62718368456,10091.163714924547,-396.427694653043
592,glonass-105,32276,59170.838950949255,2459171.3389509493,12083.87361607852,-5261.531656160187,-21822.546613318656,12079.990059624579,-5263.946044957262,-21822.450397868644
593,glonass-105,32276,59171.306346319616,2459171.8063463196,11569.146436356736,-5586.164937832543,-22020.20918721394,11566.29055629678,-5587.925077879878,-22019.59606068055
594,glonass-105,32276,59171.47106256941,2459171.9710625694,9758.305755952511,13599.170031898304,19245.11433051327,9757.136899327365,13599.161163824421,19246.963905748136
595,glonass-105,32276,59172.2865668633,2459172.7865668633,20783.840730526368,2029.587805562511,-14615.423917920934,20782.213602596927,2025.740881882052,-14616.002945065826
596,glonass-105,32276,59172.2865668633,2459172.7865668633,20783.840730526368,2029.587805562511,-14615.423917920934,20782.213602596927,2025.740881882052,-14616.002945065826
597,glonass-105,32276,59172.53157736128,2459173.0315773613,-22202.1721845876,-3927.5950705698583,11970.803851790131,-22202.432324353686,-3924.790205010611,11974.515437590231
598,glonass-105,32276,59173.27132770838,2459173.7713277084,23555.124335766464,9649.761108035767,-1348.797628998428,23554.55415772038,9648.869830189937,-1348.7502834870202
599,glonass-105,32276,59173.91914197896,2459174.419141979,-19144.110410034296,-194.00527544024288,16884.514198745437,-19145.285380979836,-190.60267561239624,16885.663892461613
600,glonass-105,32276,59174.14239052078,2459174.642390521,16743.205302560735,-1940.0018632765846,-19122.284371254933,16740.308845389172,-1940.8871459495974,-19122.895502614934
601,glonass-105,32276,59174.84215772012,2459175.34215772,-15836.400217723427,2687.84566426755,19837.316494231953,-15835.19492640108,2690.5025939136035,19840.00404383428
602,glonass-105,32276,59175.73041309044,2459176.2304130904,-1352.4684403694064,10613.965668189145,23163.353816183175,-1352.8020392133128,10613.435665270143,23164.902808432646
603,glonass-105,32276,59176.54622597201,2459177.046225972,23730.2212241749,8186.649565134403,-4423.577848501069,23729.989657620892,8186.142706435882,-4419.750823630541
604,glonass-105,32276,59176.54622597201,2459177.046225972,23730.137963443307,8186.90080821183,-4423.957014858814,23729.989657620892,8186.142706435882,-4419.750823630541
605,glonass-105,32276,59177.560500509106,2459178.060500509,12860.240596956179,13860.480495562331,17114.964946229018,12859.997693134674,13860.163028574041,17116.083210628567
606,glonass-105,32276,59178.39719770849,2459178.8971977085,22163.097676192025,3819.681567754161,-11992.526393540162,22163.651642583685,3820.2124007527495,-11989.509139215641
607,glonass-105,32276,59178.80253653927,2459179.3025365393,8077.283300784171,-7592.7942781450465,-22958.78430521235,8076.435059186756,-7592.9440589064025,-22957.488262379273
608,glonass-105,32276,59179.37207460636,2459179.8720746064,23575.062529255854,9614.718291711139,-1238.2238673683019,23574.44210339424,9613.875005660408,-1232.4260290175694
609,glonass-105,32276,59179.74801429408,2459180.248014294,10116.770331093323,-6483.280514094137,-22484.234435215327,10113.906553692646,-6484.652534061695,-22483.649615889633
610,glonass-105,32276,59180.31438267371,2459180.8143826737,23405.57931798317,10097.465556690251,-56.47767321007695,23404.031777556655,10098.615341743893,-54.172470466413436
611,glonass-105,32276,59180.69690447906,2459181.196904479,12992.715151026536,-4728.521605631358,-21416.34754706728,12990.927372235343,-4729.229324708684,-21415.435503725013
612,glonass-105,32276,59181.28328814823,2459181.783288148,19899.61881134103,13029.588656895552,9180.819064693644,19895.94087971894,13030.290220751333,9186.922214562943
613,glonass-105,32276,59181.64015589142,2459182.1401558914,14223.995914298912,-3901.2616018443614,-20790.59642892105,14224.521385942906,-3900.4692037590016,-20788.768020761458
614,glonass-105,32276,59182.21008589119,2459182.710085891,21691.099387626356,12115.022798475118,5714.353692841886,21688.183006484418,12116.143791554166,5720.678210058677
615,glonass-105,32276,59182.584191053174,2459183.084191053,15588.587947810147,-2917.2513192926594,-19955.804073634048,15589.86494697481,-2915.6594694241753,-19952.797357550648
616,glonass-105,32276,59183.05715530086,2459183.557155301,16458.65475353772,-2246.2354087846807,-19333.62726138958,16459.328246865683,-2244.0668366669797,-19331.2741425861
617,glonass-105,32276,59183.53050269699,2459184.030502697,17372.141516023043,-1499.5251192324304,-18591.95325896749,17371.86085069182,-1498.6548489539516,-18589.674384448026
618,glonass-105,32276,59183.603977013845,2459184.103977014,23119.84723641413,10641.08057609023,1431.8732563760054,23118.176647531003,10641.75694199576,1437.0452194580475
619,glonass-105,32276,59184.002612326294,2459184.5026123263,17979.42166643102,-976.9905089381251,-18039.184867266005,17980.530280359828,-976.046133829965,-18037.336552323733
620,glonass-105,32276,59184.94815427065,2459185.4481542706,19360.746317814595,313.26553024170437,-16574.619735760065,19361.296945110116,314.19478291931506,-16570.854621406037
621,glonass-105,32276,59184.94815427065,2459185.4481542706,19360.746317814595,313.26553024170437,-16574.619735760065,19361.296945110116,314.19478291931506,-16570.854621406037
622,glonass-105,32276,59185.471329456195,2459185.971329456,23648.674565043544,9377.791674712656,-1592.5269069075225,23647.154662255172,9379.823473011083,-1585.916491660172
623,glonass-105,32276,59185.657429698855,2459186.157429699,-20346.177942764025,-1312.141154138198,15362.710350589135,-20349.787295858878,-1312.4885553228028,15361.400452611975
624,glonass-105,32276,59186.38283048617,2459186.882830486,22987.83302796459,5153.945128980266,-9727.355161387784,22987.124206127774,5153.997526343119,-9724.947740965494
625,glonass-105,32276,59186.64147054404,2459187.141470544,-23771.915526881137,-8943.2114713785,2562.1665422623732,-23773.947694312174,-8942.58830777424,2559.733644081106
626,glonass-105,32276,59186.7794144908,2459187.279414491,7876.416701774655,-7719.213009866881,-22985.815340036814,7874.294599551155,-7719.675917562687,-22984.456436369164
627,glonass-105,32276,59187.46338862274,2459187.9633886227,-1747.0966519716485,10451.770502243948,23212.202415535052,-1746.6672152330664,10450.949753807885,23214.032872311127
628,glonass-105,32276,59187.82658652775,2459188.3265865277,23197.77900901293,10497.201675952427,1208.649136545457,23196.494515361355,10498.046863520927,1208.3223658716918
629,glonass-105,32276,59188.66915921308,2459189.169159213,11562.054931275916,-5675.742911681187,-21998.29349201356,11562.46688453798,-5674.739116693444,-21996.768326382768
630,glonass-105,32276,59188.66915921308,2459189.169159213,11562.054931275916,-5675.742911681187,-21998.29349201356,11562.46688453798,-5674.739116693444,-21996.768326382768
631,glonass-105,32276,59189.137239328586,2459189.6372393286,11230.29723197144,-5876.929430438647,-22117.09781195867,11230.757964337694,-5875.9517222929035,-22115.594346089605
632,glonass-105,32276,59189.40065475693,2459189.900654757,-18344.457073879537,734.0239619647747,17737.915882101734,-18345.89505725688,732.7858808984536,17739.09368983749
633,glonass-105,32276,59189.88380190963,2459190.3838019096,-20838.66286095505,-1819.3372369353958,14635.157306076728,-20838.60669544903,-1817.2963325086575,14638.025925690465
634,glonass-105,32276,59189.88380190963,2459190.3838019096,-20838.66286095505,-1819.3372369353958,14635.157306076728,-20838.60669544903,-1817.2963325086575,14638.025925690465
635,glonass-105,32276,59189.88380190963,2459190.3838019096,-20838.66286095505,-1819.3372369353958,14635.157306076728,-20838.60669544903,-1817.2963325086575,14638.025925690465
636,glonass-105,32276,59190.08493831009,2459190.58493831,13717.821583862502,-4306.708873637909,-21047.882293658215,13718.194387403862,-4305.8215243930135,-21046.185115513614
637,glonass-105,32276,59190.2450040048,2459190.745004005,8867.892460348705,13343.66110998298,19848.472098228413,8866.45260913842,13343.560399725546,19850.47625547541
638,glonass-105,32276,59191.21936269663,2459191.7193626966,-2329.2030668530138,10222.503696655824,23264.234233956417,-2330.4933044275476,10221.986102866565,23265.688590027326
639,glonass-105,32276,59191.21936269663,2459191.7193626966,-2329.2030668530138,10222.503696655824,23264.234233956417,-2330.4933044275476,10221.986102866565,23265.688590027326
640,glonass-105,32276,59191.735458726995,2459192.235458727,-15794.719650842158,2857.6849983383636,19849.318571814012,-15794.83372182688,2859.0379064618237,19851.621475237407
641,glonass-105,32276,59192.465729861055,2459192.965729861,20954.7343394345,1962.8518571589693,-14374.40346429032,20952.66874138484,1960.0265889424331,-14375.362582257325
642,glonass-105,32276,59192.515771643724,2459193.0157716437,23441.15509593084,10012.098914507553,145.1261638579354,23440.577983124378,10011.743622983604,146.32948571897683
643,glonass-105,32276,59192.919985486194,2459193.419985486,18273.30082819304,-805.2779691696859,-17749.769577651583,18272.5261998959,-805.4782284267673,-17748.700418184257
644,glonass-105,32276,59193.465163206216,2459193.965163206,22592.958498424712,11267.441064581591,3527.8092510085794,22592.825865607352,11266.331491703322,3525.2987233571084
645,glonass-105,32276,59193.863648472354,2459194.3636484724,19281.40889399667,132.92381026203137,-16667.418454436993,19278.220337118888,131.92749965064544,-16668.855524942697
646,glonass-105,32276,59193.863648472354,2459194.3636484724,19281.40889399667,132.92381026203137,-16667.418454436993,19278.220337118888,131.92749965064544,-16668.855524942697
647,glonass-105,32276,59194.335196701344,2459194.8351967013,19701.191104906386,549.6144335147113,-16160.002284124635,19699.942888185633,546.6538319536437,-16159.417074287081
648,glonass-105,32276,59194.80840603029,2459195.3084060303,20382.275605544663,1270.7000116909535,-15248.70242627952,20379.42046242863,1266.2433717481078,-15250.887554727005
649,glonass-105,32276,59195.28074614564,2459195.7807461456,20874.316118152776,1829.1967361030156,-14508.132781406803,20871.331735442876,1826.28062859856,-14510.327020571547
650,glonass-105,32276,59195.28074614564,2459195.7807461456,20874.316118152776,1829.1967361030156,-14508.132781406803,20871.331735442876,1826.28062859856,-14510.327020571547
651,glonass-105,32276,59195.751494999975,2459196.251495,21099.888269092855,2094.8858228581344,-14141.159724943778,21098.268486417917,2093.3800789005413,-14141.437424144497
652,glonass-105,32276,59196.22414517356,2459196.7241451736,21581.65142317333,2704.018059696746,-13284.713717155617,21579.402505906266,2700.905937363485,-13287.062231982296
653,glonass-105,32276,59196.69767085649,2459197.1976708565,22124.544479422988,3463.6170959303645,-12168.435327897541,22122.084079123273,3460.658753107944,-12170.935896681023
654,glonass-105,32276,59196.69767085649,2459197.1976708565,22124.544479422988,3463.6170959303645,-12168.435327897541,22122.084079123273,3460.658753107944,-12170.935896681023
655,glonass-105,32276,59197.3664755323,2459197.8664755323,-15760.840278571099,2929.393739080969,19866.428489460224,-15761.623998997662,2930.173141484579,19867.581842347627
656,glonass-105,32276,59198.15127405105,2459198.651274051,23189.446458106973,10475.249191966608,1513.3721174559184,23189.869499520893,10473.268262102256,1508.3678154384822
657,glonass-105,32276,59198.523525046185,2459199.023525046,11503.477650458653,-5758.44721434212,-22006.37076073465,11500.92748529456,-5760.080310312297,-22006.123204434556
658,glonass-105,32276,59198.74869961804,2459199.248699618,-8836.717284240212,7268.578834640723,22814.806909172912,-8833.90860931986,7271.040563453839,22816.395166352784
659,glonass-105,32276,59199.19453175925,2459199.6945317592,-1567.469194584703,10506.306470819562,23201.466999204717,-1564.4259098567866,10507.931770774378,23202.040759249197
660,glonass-105,32276,59199.19453175925,2459199.6945317592,-1567.469194584703,10506.306470819562,23201.466999204717,-1564.4259098567866,10507.931770774378,23202.040759249197
661,glonass-105,32276,59199.65482365759,2459200.1548236576,1297.344562981631,11487.521359050063,22745.951706373027,1296.916780840341,11488.724375116672,22745.98128122438
662,glonass-105,32276,59200.1389918169,2459200.638991817,-3449.1015300912504,9773.591391384058,23319.699040325082,-3447.423037410289,9774.118146437835,23320.67085336941
663,glonass-105,32276,59201.398908159696,2459201.8989081597,23013.67279856087,4913.264536222129,-9786.756367344873,23012.45601273496,4911.111746126057,-9786.651674609917
664,glonass-105,32276,59201.398908159696,2459201.8989081597,23013.67279856087,4913.264536222129,-9786.756367344873,23012.45601273496,4911.111746126057,-9786.651674609917
665,glonass-105,32276,59202.306818379555,2459202.8068183796,18602.342126996668,-607.2697139154656,-17411.271572361577,18599.165672106894,-609.405597996367,-17412.39706626001
666,glonass-105,32276,59202.49160851864,2459202.9916085186,-5420.107369434327,8932.679222169952,23283.93408728535,-5422.295112655911,8932.51450228336,23284.765761060404
667,glonass-105,32276,59202.77629488427,2459203.2762948843,18645.41651004263,-572.5465077424653,-17366.273598370233,18641.84889654348,-574.3584626152657,-17367.814657256535
668,glonass-105,32276,59203.249372974504,2459203.7493729745,19382.6033094319,122.69155999857485,-16548.520696139218,19378.57062258827,119.7860035469964,-16550.395023168792
669,glonass-105,32276,59203.45422245376,2459203.9542224538,-12507.724826544463,5189.645710664124,21637.951288356737,-12507.436373275541,5191.432894249734,21639.851864925567
670,glonass-105,32276,59203.72098457161,2459204.2209845716,19811.64123257748,548.564081455186,-16023.267713964828,19809.777932341643,544.2741045434201,-16022.875215850052
671,glonass-105,32276,59204.4764613891,2459204.976461389,-23787.336583327546,-9127.927503276878,1591.2917480590438,-23790.133412620467,-9125.116385176783,1592.1415077283013
672,glonass-105,32276,59204.66540690977,2459205.16540691,20801.642641434617,1615.9517229122148,-14636.008073517358,20798.261655662634,1612.1871291432115,-14638.073634971432
673,glonass-105,32276,59205.140456400346,2459205.6404564003,21646.837104090006,2657.795414566499,-13186.112318792451,21645.141669003304,2655.223097644539,-13186.599232911134
674,glonass-105,32276,59205.356722210534,2459205.8567222105,-18588.527534276676,680.7842270789533,17486.322122048707,-18591.35935426938,681.5482302107462,17486.130960633684
675,glonass-105,32276,59206.20371650485,2459206.703716505,7830.128371194884,13072.526180734569,20457.91452224561,7828.222541642632,13072.408321293122,20459.399761239558
676,glonass-105,32276,59206.20371650485,2459206.703716505,7830.128371194884,13072.526180734569,20457.91452224561,7828.222541642632,13072.408321293122,20459.399761239558
677,glonass-105,32276,59207.50328160869,2459208.0032816087,23334.463891330233,5506.118440417979,-8644.162539764618,23333.97458291152,5506.442318100623,-8640.803799776797
678,glonass-105,32276,59207.596229212824,2459208.096229213,12259.697934868705,13598.061687219124,17756.417061975273,12254.771618966397,13597.530613943785,17760.280315488904
679,glonass-105,32276,59208.43786515063,2459208.9378651506,23036.04339080951,4826.297138333942,-9773.56427634831,23035.701248663605,4826.513747865092,-9771.617257300677
680,glonass-105,32276,59208.682485485915,2459209.182485486,-23711.32389685132,-6484.019917875604,6894.763787225056,-23713.701080017996,-6483.434773974283,6895.829474293247
681,glonass-105,32276,59208.682485485915,2459209.182485486,-23711.32389685132,-6484.019917875604,6894.763787225056,-23713.701080017996,-6483.434773974283,6895.829474293247
682,glonass-105,32276,59209.41160203703,2459209.911602037,23389.945719426523,10089.219351849208,916.2757413285988,23388.404299212685,10089.050685370306,917.2203183529209
683,glonass-105,32276,59209.53773781238,2459210.0377378124,-7605.006879931526,7921.411147100906,23039.92660889895,-7608.014200918772,7921.20093046979,23040.98758884852
684,glonass-105,32276,59209.80330274301,2459210.303302743,16029.925721632946,-2805.2944978109635,-19615.44508929652,16029.635699107768,-2805.0766751906676,-19613.400614125403
685,glonass-105,32276,59210.448734282516,2459210.9487342825,1073.9858511162008,11387.64975799094,22808.437818610997,1069.468714367789,11386.138062787039,22810.23653744294
686,glonass-105,32276,59211.21799483802,2459211.717994838,17599.245981943306,-1574.140570992452,-18366.84247426239,17597.106432607223,-1574.976511164101,-18366.144725612467
687,glonass-105,32276,59211.21799483802,2459211.717994838,17599.245981943306,-1574.140570992452,-18366.84247426239,17597.106432607223,-1574.976511164101,-18366.144725612467
688,glonass-105,32276,59211.693448645994,2459212.193448646,18879.550321791976,-452.0065696592877,-17113.70832730678,18878.21512934743,-450.90685708579656,-17112.898547188808
689,glonass-105,32276,59212.43621938676,2459212.9362193868,-23711.07268952704,-6375.111506683729,6997.592077350296,-23713.03296769758,-6374.732926861133,6998.867169029666
690,glonass-105,32276,59212.43621938676,2459212.9362193868,-23711.07268952704,-6375.111506683729,6997.592077350296,-23713.03296769758,-6374.732926861133,6998.867169029666
691,glonass-105,32276,59212.638122153,2459213.138122153,20023.89075711878,659.8105092914815,-15751.453167761043,20024.158400924054,658.2639831677184,-15748.41625113954
692,glonass-105,32276,59213.32795045152,2459213.8279504515,-17272.88467300049,1892.476344790345,18703.921204063856,-17276.647857783504,1889.3637348879156,18703.44508873821
693,glonass-105,32276,59213.582997546066,2459214.082997546,21063.963255610943,1802.5991913091868,-14231.90734591386,21062.73642782335,1802.4358419950713,-14230.439564969718
694,glonass-105,32276,59213.582997546066,2459214.082997546,21063.963255610943,1802.5991913091868,-14231.90734591386,21062.73642782335,1802.4358419950713,-14230.439564969718
695,glonass-105,32276,59214.251550717745,2459214.7515507177,-13641.762695851472,4534.200849756161,21095.103356358737,-13647.069106573621,4531.899968550278,21094.08649036288
696,glonass-105,32276,59214.75573864579,2459215.255738646,-21045.829317756652,-1722.2752979680786,14351.457547910259,-21048.346283776358,-1721.0776725558783,14351.558463839137
697,glonass-105,32276,59214.75573864579,2459215.255738646,-21045.829317756652,-1722.2752979680786,14351.457547910259,-21048.346283776358,-1721.0776725558783,14351.558463839137
698,glonass-105,32276,59215.472164536826,2459215.972164537,22622.26001560017,3936.72750876206,-11055.30056870477,22622.140313193155,3938.0034438291746,-11051.414794506236
699,glonass-105,32276,59215.78062144667,2459216.2806214467,-18973.64340669891,-13027.266061787213,-11024.898015599852,-18976.38928693536,-13026.956346454463,-11022.815586136827
700,glonass-105,32276,59215.78062144667,2459216.2806214467,-18973.64340669891,-13027.266061787213,-11024.898015599852,-18976.38928693536,-13026.956346454463,-11022.815586136827
701,glonass-105,32276,59216.42886273144,2459216.9288627314,23830.493098973697,6946.03384145461,-5773.911570710384,23830.203755761035,6946.576573797487,-5772.3439922890375
702,glonass-105,32276,59216.70722872671,2459217.2072287267,-21061.806323342218,-12235.39940043983,-7626.26871330676,-21064.202129870377,-12234.450914119994,-7622.8709868489705
703,glonass-105,32276,59217.17826804379,2459217.678268044,-20786.402144280397,-12366.372141672657,-8148.511130869049,-20788.016850700817,-12366.473205042716,-8148.463905843676
704,glonass-105,32276,59217.494861435145,2459217.994861435,-1201.9489507443006,10614.092492394608,23174.800689659703,-1202.795644928287,10613.262156953682,23176.338056172313
705,glonass-105,32276,59217.651057800744,2459218.1510578007,-20203.6142359835,-12611.895986998721,-9171.08299705599,-20206.47726997903,-12611.711238589203,-9169.518055953231
706,glonass-105,32276,59218.51611784706,2459219.016117847,-21941.87793389197,-2805.7357122860926,12750.020203324131,-21943.823967153607,-2805.024400490565,12751.40473807962
707,glonass-105,32276,59218.51611784706,2459219.016117847,-21941.87793389197,-2805.7357122860926,12750.020203324131,-21943.823967153607,-2805.024400490565,12751.40473807962
708,glonass-105,32276,59219.4143007407,2459219.9143007407,-13866.173558958775,4419.272004082741,20973.893971165435,-13866.580009542273,4419.965716175697,20975.214847952495
709,glonass-105,32276,59219.49980034726,2459219.9998003473,-23549.52667203711,-9836.428713831185,-598.5603049862214,-23551.587455174667,-9835.706049105145,-597.3515644456168
710,glonass-105,32276,59220.012192337774,2459220.512192338,-17283.250495514956,-13331.023792002838,-13217.926741456007,-17284.963236567663,-13331.11168878336,-13217.89848429482
711,glonass-105,32276,59220.26665371517,2459220.766653715,12240.7991031506,13500.343542817269,17844.154478501914,12240.722558153722,13499.68710557277,17844.25927683345
712,glonass-105,32276,59220.8659895719,2459221.365989572,-22382.910564791753,-3406.502661268082,11803.142359097603,-22384.63485693466,-3407.033423413257,11802.86930458261
713,glonass-105,32276,59221.17748144688,2459221.677481447,18874.92099553071,12987.193580330611,11187.18866491748,18873.686415199147,12986.612970991784,11187.448339210232
714,glonass-105,32276,59221.55480450252,2459222.0548045025,20159.530535506787,693.774295744223,-15574.036067773011,20158.20472539792,690.2370674181901,-15574.415059425239
715,glonass-105,32276,59222.02718025446,2459222.5271802545,20681.935182221983,1252.0879126251446,-14836.442648811992,20679.020465901744,1247.4630415402407,-14839.553050302215
716,glonass-105,32276,59223.12423771992,2459223.62423772,-611.2421045894868,10809.309711471564,23107.572171206528,-611.415358175907,10809.874314542665,23107.40272008098
717,glonass-105,32276,59223.443563750014,2459223.94356375,21936.30837772175,2776.263203223654,-12669.22918088792,21933.85317271813,2772.9124930378503,-12672.740422889472
718,glonass-105,32276,59223.91609603027,2459224.4160960303,22338.238265824857,3347.7735330880337,-11798.930011067896,22335.466236916734,3344.5141667886455,-11802.725257446502
719,glonass-105,32276,59224.421494722366,2459224.9214947224,23799.636147177298,9055.580926109591,-1079.9515922391315,23799.261275851422,9053.700250886775,-1080.5865967018433
720,glonass-105,32276,59224.67973252293,2459225.179732523,-21821.31112068104,-11720.553241712389,-6163.0117515554475,-21823.872667970772,-11720.028092565159,-6161.017939250707
721,glonass-105,32276,59225.351474155206,2459225.851474155,23961.945258009906,7837.337962858214,-3731.5405543313655,23961.057838063432,7833.716427733542,-3736.015030672974
722,glonass-105,32276,59225.57239156263,2459226.0723915626,-23600.626238916317,-5691.596807324664,7907.342058409555,-23601.441302831736,-5689.230739020949,7911.600578902658
723,glonass-105,32276,59226.36752856476,2459226.8675285648,12147.908142551958,13449.931632956452,17945.177772003826,12147.524593121634,13449.26349222721,17944.9606417821
724,glonass-105,32276,59226.36752856476,2459226.8675285648,12147.908142551958,13449.931632956452,17945.177772003826,12147.524593121634,13449.26349222721,17944.9606417821
725,glonass-105,32276,59226.48998227995,2459226.98998228,-21471.347469812397,-2072.8156164524125,13660.717061516923,-21471.996973000598,-2071.4332321124753,13662.645022694318
726,glonass-105,32276,59227.49626670126,2459227.9962667013,-21708.2975441603,-11771.071079187135,-6458.233358324447,-21712.55310043419,-11769.989317230544,-6453.689729193686
727,glonass-105,32276,59227.49626670126,2459227.9962667013,-21708.2975441603,-11771.071079187135,-6458.233358324447,-21712.55310043419,-11769.989317230544,-6453.689729193686
728,glonass-105,32276,59228.4005879052,2459228.900587905,-24016.516460611914,-7632.149460816079,4101.228128673144,-24018.590310307194,-7631.043403706768,4101.530857562107
729,glonass-105,32276,59228.45817373833,2459228.9581737383,-17501.247450614395,-13221.421078258398,-13041.478289264029,-17505.75538708753,-13221.302207094823,-13038.268468006301
730,glonass-105,32276,59229.178977893665,2459229.6789778937,13287.315203745373,13470.249032338468,17100.665948060294,13286.034462659629,13469.377344752182,17100.889082378486
731,glonass-105,32276,59229.402994317,2459229.902994317,-16061.314309778561,-13389.775509186644,-14622.773932517905,-16067.061911933379,-13389.80206465966,-14619.28383198737
